"2.3816","2.3729","2.3703","2.3203","2.3633","2.3424","2.3524","2.3358","2.3198","2.3114","2.3197","2.3169","2.3458","2.3501","2.319","2.3094","2.3172","2.3159","2.3186","2.3586","2.3278","2.3454","2.3203","2.3281","2.3731","2.3662","2.3886","2.3742","2.3787","2.3701","2.3684","2.3854","2.3833","2.381","2.3644","2.3647","2.3175","2.3729","2.3884","2.3861","2.3837","2.3898","2.3814","2.3643","2.3841","2.3831","2.3818","2.3811","2.367","2.3603","2.385","2.3883","2.3865","2.3866","2.3854","2.3826","2.3894","2.3726","2.3854","2.3806","2.3728","2.3601","2.3835","2.3767","2.3933","2.3261","2.3521","2.3004","2.317","2.3502","2.3529","2.3227","2.3184","2.3152","2.3482","2.3145","2.3436","2.3083","2.3187","2.3212","2.3178","2.3167","2.3158","2.3156","2.3193","2.3188","2.316","2.3365","2.3477","2.351","2.3142","2.317","2.3193","2.3075","2.3098","2.3502","2.3149","2.3188","2.3421","2.3152"
"2.377","2.317","2.3382","2.3335","2.3138","2.3171","2.319","2.3145","2.313","2.3184","2.3182","2.3245","2.3703","2.3775","2.367","2.3853","2.3805","2.3648","2.3157","2.3876","2.3871","2.3833","2.3849","2.3819","2.3646","2.3867","2.3868","2.3842","2.3712","2.3833","2.3792","2.3791","2.3178","2.2919","2.348","2.3219","2.3149","2.3192","2.3084","2.3198","2.3179","2.3159","2.3195","2.315","2.3498","2.3158","2.3205","2.3141","2.317","2.3147","2.3235","2.3226","2.3059","2.3351","2.3011","2.3315","2.3328","2.3082","2.3364","2.3406","2.3175","2.3134","2.3172","2.3123","2.3111","2.3328","2.3104","2.3077","2.3074","2.3132","2.3466","2.3091","2.3152","2.3362","2.312","2.3362","2.3452","2.2974","2.3105","2.3354","2.3094","2.3127","2.318","2.2962","2.3353","2.3341","2.3083","2.3447","2.3095","2.3126","2.3109","2.3398","2.3208","2.3077","1.9562","2.3165","2.3111","2.3111","2.3141","2.3468"
"2.3801","2.3245","2.3358","2.3147","2.3192","2.3121","2.3124","2.3336","2.3697","2.3058","2.3849","2.3059","2.315","2.387","2.3845","2.3825","2.3658","2.3875","2.3862","2.3685","2.3811","2.3112","2.2981","2.3205","2.3179","2.3106","2.3194","2.3163","2.3186","2.3139","2.3184","2.3171","2.317","2.3132","2.3104","2.3067","2.2971","2.3344","2.3083","2.3084","2.3102","2.3171","2.3122","2.308","2.3084","2.3093","2.3122","2.3102","2.3358","2.3129","2.3334","2.3085","2.3109","2.3092","2.3108","2.2986","2.3345","2.3088","2.3145","2.3114","2.3124","2.3381","1.914","2.312","2.3145","2.341","2.3096","2.3348","2.3129","2.3332","2.3133","2.3351","2.3055","2.3084","2.3108","2.3361","2.346","2.3136","2.3092","2.3076","2.3346","2.3113","2.3144","2.3446","2.3339","2.3137","2.3094","2.3079","2.3129","2.3418","2.3109","2.3345","2.3135","2.3095","2.3336","2.3108","2.3135","2.3088","2.3385","2.3152"
"2.3104","2.3247","2.3141","2.3169","2.3089","2.2994","2.3677","2.3679","2.3062","2.3135","2.3855","2.3835","2.3668","2.3856","2.3689","2.3822","2.2683","2.3174","2.3173","2.313","2.317","2.3174","2.3186","2.3175","2.3147","2.3232","2.306","2.2986","2.3076","2.3084","2.3119","2.3143","2.3085","2.3092","2.3102","2.3101","2.3361","2.3116","2.3059","2.3104","2.3112","2.2985","2.3348","2.3127","2.3112","2.3122","2.3092","1.952","2.3132","2.3447","2.3343","2.3133","2.3145","2.3091","2.3071","2.3071","2.3131","2.346","2.3118","2.3079","2.3071","2.346","2.3097","2.3347","2.3119","2.3074","2.312","2.3092","2.3109","2.3133","2.3101","2.3092","2.3107","2.3124","2.3145","2.307","2.3065","2.3121","2.3114","2.32","2.3143","2.3132","2.3164","2.2996","2.3146","2.3124","2.3151","2.3206","2.3149","2.3155","2.312","2.3137","2.3145","2.3085","2.3164","2.3111","2.3007","2.3103","2.322","1.9678"
"2.319","2.3077","2.3173","2.3096","2.2949","2.3073","2.3073","2.3117","2.3857","2.3639","2.3867","2.3675","2.3846","2.2954","2.3197","2.313","2.3175","2.3156","2.3144","2.3155","2.3119","2.3057","2.3337","2.3084","2.3139","2.3127","2.3073","2.3108","2.3098","2.3111","2.3101","2.3064","2.3104","2.2995","2.3097","2.3127","2.3126","1.9155","2.3144","2.3434","2.3079","2.3146","2.3108","2.308","2.3072","2.3123","2.312","2.3087","2.3074","2.3142","2.3067","2.3122","2.3069","2.3434","2.3118","2.3125","2.3095","2.311","2.3104","2.3142","2.3066","2.309","2.3095","2.3189","2.3143","2.3121","2.302","2.3135","2.3126","2.3199","2.3167","2.3143","2.3135","2.313","2.3105","2.3149","2.3115","2.3011","2.2894","1.9675","2.3137","2.3145","2.3311","2.3121","2.2979","2.3131","2.3307","2.333","2.3163","2.3363","2.3393","2.338","2.3391","2.3345","2.3397","2.3376","2.3029","2.3175","2.3059","2.308"
"2.2986","2.31","2.3159","2.2928","2.368","2.3068","2.3123","2.3836","2.3674","2.3676","2.3013","2.3114","2.3144","2.3177","2.3163","2.3151","2.314","2.3086","2.2976","2.3084","2.3138","2.3101","2.3108","2.3112","2.3107","2.3064","2.3101","2.3098","2.309","2.3131","2.3128","1.9147","2.3123","2.3098","2.3134","2.3114","2.3051","2.3123","2.3122","2.3085","2.3083","2.3115","2.3108","2.3076","2.3113","2.3112","2.3117","2.3094","2.3113","2.3139","2.3066","2.3107","2.3136","2.3156","2.3124","2.3014","2.3139","2.3139","2.3183","2.3164","2.3132","2.3137","2.309","2.3151","2.3012","2.3215","1.9668","2.3127","2.3325","2.3128","2.2991","2.3292","2.329","2.3326","2.338","2.3396","2.3191","2.3026","2.3409","2.3377","2.303","2.3174","2.3059","2.2939","2.3331","2.3372","2.3263","2.3352","2.3618","2.3316","2.3399","2.3293","2.3277","2.3299","2.3333","2.3373","2.3319","2.335","2.33","2.3532"
"2.3244","2.3139","2.308","2.3023","2.3077","2.3112","2.3656","2.3853","2.3662","2.2815","2.3176","2.3161","2.3216","2.3165","2.3112","2.3047","2.3088","2.3123","2.3104","2.3112","2.3095","2.3113","2.3064","2.3096","2.3098","2.3123","1.9152","2.3133","2.3091","2.3126","2.3108","2.306","2.3121","2.3112","2.3074","2.3117","2.3105","2.3077","2.3092","2.3125","2.3082","2.3116","2.3132","2.3066","2.3092","2.3183","2.3133","2.3014","2.3139","2.3153","2.3183","2.3117","2.3144","2.3094","2.3148","2.2999","1.9695","2.296","2.3304","2.3141","2.2993","2.3294","2.2966","2.3147","2.3387","2.3393","2.3032","2.3405","2.3025","2.3413","2.3056","2.3145","2.3333","2.3395","2.3282","2.3587","2.3325","2.3404","2.3282","2.3291","2.3281","2.3363","2.3335","2.3345","2.331","2.2818","2.3057","2.3058","2.3066","2.3061","2.3032","2.3321","2.3362","2.3478","2.3266","2.3408","2.3225","2.3368","2.3193","2.3349"
"2.2977","2.3147","2.2881","2.367","2.31","2.3846","2.3668","2.3661","2.2995","2.3148","2.3173","2.315","2.3135","2.3042","2.3081","2.3144","2.3089","2.3111","2.3109","2.3065","2.3091","2.311","2.3117","1.9149","2.3133","2.3116","2.312","2.3054","2.3122","2.31","2.3101","2.3094","2.3086","2.3113","2.3123","2.3086","2.3116","2.3138","2.3096","2.3159","2.3139","2.3009","2.3136","2.3206","2.3144","2.3129","2.3114","2.3138","2.3001","1.9692","2.3133","2.3321","2.2963","2.33","2.2957","2.3148","2.3391","2.3389","2.3035","2.3386","2.3036","2.3053","2.287","2.3338","2.3299","2.3249","2.3337","2.3414","2.3285","2.3288","2.3275","2.3364","2.3341","2.3318","2.3537","2.3351","2.3058","2.3063","2.3055","2.3054","2.3047","2.3496","2.3302","2.3481","2.323","2.3337","2.3204","2.3336","2.3346","2.3371","2.3343","2.3355","2.3413","2.3375","2.3396","2.3359","2.3535","2.3335","2.335","2.3518"
"2.3052","2.3138","2.2774","2.3065","2.3108","2.3661","2.3659","2.2941","2.3152","2.3164","2.3156","2.3082","2.3053","2.312","2.3108","2.3113","2.3099","2.3075","2.3085","2.3118","1.9155","2.3127","2.3123","2.3123","2.3057","2.3127","2.3074","2.3115","2.308","2.3102","2.3121","2.3087","2.3117","2.3116","2.3081","2.319","2.3155","2.3016","2.3156","2.3151","2.3132","2.3105","2.3022","2.3213","1.9649","2.3314","2.2965","2.3305","2.2961","2.3366","2.3391","2.3035","2.3398","2.3029","2.3056","2.2897","2.3336","2.3282","2.3362","2.3328","2.3406","2.3168","2.3289","2.3364","2.3341","2.3317","2.286","2.3059","2.3063","2.3063","2.304","2.3055","2.3502","2.3294","2.3605","2.3237","2.3329","2.3401","2.334","2.3371","2.3338","2.3395","2.3426","2.3406","2.3351","2.354","2.3332","2.3357","2.3139","2.3055","2.3083","2.3135","2.3164","2.3129","2.3233","2.3241","2.3319","2.3375","2.2957","2.2871"
"2.2818","2.3119","2.2786","2.3096","2.3662","2.3681","2.2654","2.3158","2.3166","2.3156","2.3076","2.3076","2.3139","2.3103","2.3105","2.3067","2.3088","2.3112","1.9157","2.3135","2.312","2.3102","2.3087","2.3104","2.3109","2.3095","2.3058","2.3122","2.3092","2.3123","2.3079","2.3144","2.3133","2.3024","2.3156","2.3151","2.3133","2.3127","2.2999","1.969","2.3141","2.3299","2.2983","2.297","2.3363","2.3387","2.3044","2.3387","2.3039","2.307","2.3574","2.3291","2.3257","2.333","2.326","2.33","2.3263","2.3348","2.3331","2.3551","2.3053","2.3064","2.3062","2.3048","2.3021","2.3463","2.326","2.3231","2.3332","2.3144","2.3381","2.3363","2.3347","2.3395","2.3416","2.34","2.337","2.3517","2.3342","2.3522","2.3051","2.3079","2.3135","2.3386","2.3196","2.3219","2.3307","2.3297","2.2654","2.2872","2.3301","2.3049","2.3438","2.3379","2.3374","2.349","2.3505","2.3437","2.3317","2.3324"
