"3.2088","3.1716","3.2095","3.1861","3.1821","3.1915","3.2097","3.2142","3.1848","3.1727","3.1855","3.1787","3.2231","3.2293","3.1799","3.1833","3.1837","3.1743","3.1766","3.2116","3.1776","3.2007","3.1902","3.1878","3.1829","3.191","3.2059","3.175","3.2015","3.1925","3.1957","3.202","3.195","3.183","3.1892","3.1821","3.1748","3.1944","3.2034","3.1989","3.1955","3.1957","3.1961","3.1935","3.2144","3.2013","3.1992","3.1963","3.1845","3.1918","3.1938","3.2048","3.2055","3.2042","3.1945","3.1999","3.1981","3.1882","3.1948","3.1982","3.2002","3.1887","3.2139","3.2033","3.2047","3.1895","3.1831","3.1639","3.1793","3.2167","3.2197","3.1845","3.1829","3.1873","3.2315","3.1756","3.2106","3.175","3.1822","3.1847","3.1791","3.1791","3.1839","3.1801","3.1847","3.1833","3.1807","3.2212","3.2186","3.2243","3.1745","3.169","3.1764","3.1838","3.1767","3.2221","3.1755","3.1752","3.2266","3.1837"
"3.1782","3.1826","3.1873","3.2122","3.1774","3.183","3.185","3.1828","3.1766","3.1774","3.1717","3.1902","3.1803","3.1775","3.1915","3.2016","3.1818","3.1867","3.1771","3.2024","3.1968","3.1956","3.2048","3.1986","3.1822","3.2","3.1984","3.1983","3.1885","3.1976","3.1933","3.2067","3.1789","3.1584","3.2148","3.1829","3.1801","3.185","3.1739","3.1854","3.1807","3.1828","3.1856","3.1778","3.2225","3.1727","3.1816","3.18","3.1765","3.1833","3.1892","3.1884","3.1702","3.2138","3.174","3.2155","3.213","3.171","3.2175","3.2072","3.1889","3.1755","3.1773","3.1697","3.1736","3.2154","3.1715","3.1698","3.1653","3.1757","3.2188","3.1752","3.1779","3.2197","3.1753","3.2176","3.2143","3.1695","3.1725","3.2181","3.1749","3.1758","3.1844","3.17","3.2191","3.217","3.1691","3.2169","3.1747","3.1757","3.1715","3.2214","3.1868","3.1714","2.7769","3.1852","3.1711","3.1751","3.1829","3.2173"
"3.182","3.1784","3.2157","3.1804","3.1842","3.1796","3.1713","3.1874","3.1782","3.1721","3.2","3.1697","3.1763","3.1983","3.2001","3.2001","3.1832","3.2012","3.1989","3.1852","3.1949","3.1742","3.1639","3.1821","3.1847","3.175","3.1843","3.182","3.1848","3.1785","3.1752","3.1825","3.1787","3.1802","3.1728","3.1705","3.1728","3.2153","3.1709","3.1676","3.1763","3.1778","3.1694","3.1709","3.1701","3.169","3.1752","3.1768","3.2165","3.1754","3.2145","3.1703","3.1736","3.1741","3.1751","3.1726","3.2179","3.1696","3.1724","3.1775","3.1736","3.223","2.7311","3.1744","3.173","3.2125","3.1718","3.2165","3.1709","3.217","3.1731","3.2184","3.1679","3.1718","3.1717","3.2188","3.2127","3.177","3.1695","3.1664","3.2157","3.1708","3.1753","3.2166","3.2148","3.1737","3.1736","3.1692","3.1723","3.21","3.1741","3.2171","3.1756","3.1701","3.2138","3.1773","3.1767","3.1701","3.2185","3.1816"
"3.177","3.2079","3.1802","3.1846","3.1736","3.1585","3.1769","3.1901","3.1699","3.1759","3.1969","3.2021","3.1841","3.1987","3.1862","3.1957","3.1393","3.1796","3.1831","3.1802","3.1824","3.1822","3.1772","3.1816","3.1805","3.1893","3.1708","3.1739","3.1707","3.1684","3.177","3.1746","3.1718","3.1712","3.1704","3.1761","3.2177","3.1747","3.168","3.1733","3.1758","3.1721","3.2185","3.1722","3.1756","3.1749","3.1728","2.7771","3.1713","3.2161","3.2158","3.1713","3.1729","3.1719","3.1705","3.1712","3.1727","3.2145","3.1738","3.1667","3.1711","3.2163","3.1744","3.2166","3.1727","3.1701","3.172","3.1716","3.173","3.1743","3.1717","3.1738","3.1728","3.1747","3.1809","3.1657","3.1682","3.1714","3.1718","3.1824","3.1819","3.1808","3.1765","3.1634","3.1798","3.1787","3.1794","3.178","3.1741","3.1789","3.1781","3.176","3.1798","3.1773","3.1845","3.1778","3.1674","3.1771","3.1194","2.7789"
"3.1471","3.1712","3.1837","3.1765","3.1538","3.1723","3.1704","3.1744","3.1994","3.1845","3.1991","3.1861","3.1981","3.1633","3.1846","3.1794","3.1833","3.1809","3.1753","3.1813","3.1746","3.1707","3.2151","3.1691","3.1778","3.1719","3.1697","3.1715","3.1749","3.1744","3.1725","3.1715","3.1754","3.1748","3.17","3.176","3.1753","2.7324","3.1731","3.2147","3.1708","3.1725","3.1716","3.1715","3.1708","3.1727","3.1749","3.1677","3.171","3.1761","3.1698","3.1736","3.1692","3.2119","3.1745","3.1735","3.1701","3.1777","3.1723","3.1796","3.1658","3.1695","3.1691","3.1813","3.1824","3.1786","3.1677","3.1788","3.1788","3.1785","3.1746","3.1783","3.1783","3.1764","3.1786","3.1834","3.1777","3.1666","3.1693","2.7795","3.1707","3.1734","3.2095","3.1709","3.1632","3.1705","3.2076","3.2042","3.1761","3.2073","3.2076","3.2084","3.2066","3.2125","3.2075","3.2069","3.1648","3.1798","3.1691","3.1693"
"3.1548","3.1766","3.1824","3.1563","3.1776","3.1701","3.1745","3.2004","3.1835","3.1841","3.1641","3.1756","3.1805","3.183","3.182","3.1762","3.1799","3.172","3.1736","3.1696","3.1773","3.17","3.1693","3.1763","3.1736","3.1695","3.1741","3.174","3.1717","3.1753","3.175","2.7333","3.1707","3.1719","3.1716","3.1722","3.1698","3.173","3.1745","3.1682","3.1712","3.1749","3.1721","3.1712","3.1719","3.1736","3.1734","3.1732","3.1738","3.1788","3.1661","3.1706","3.1754","3.1833","3.1796","3.1664","3.1792","3.179","3.1754","3.1757","3.1781","3.1782","3.1776","3.1825","3.1667","3.1204","2.7761","3.1697","3.2109","3.1713","3.1639","3.2083","3.2072","3.2056","3.2087","3.2086","3.1766","3.1631","3.21","3.2063","3.1659","3.1784","3.1694","3.1584","3.1921","3.1951","3.1801","3.1951","3.1959","3.1868","3.1894","3.1936","3.1819","3.1834","3.1884","3.1857","3.1806","3.1929","3.1892","3.1853"
"3.1774","3.1809","3.1752","3.1652","3.1719","3.1736","3.1848","3.1994","3.1835","3.1506","3.1821","3.1823","3.1812","3.1768","3.1783","3.171","3.1707","3.1754","3.1698","3.1709","3.1743","3.174","3.172","3.1739","3.1717","3.175","2.7339","3.1729","3.1725","3.1714","3.1716","3.171","3.1722","3.1725","3.17","3.1746","3.1718","3.1705","3.1705","3.1738","3.1721","3.1747","3.178","3.1659","3.1702","3.1808","3.181","3.1663","3.1798","3.1771","3.1766","3.177","3.1782","3.1776","3.1817","3.167","2.7811","3.1632","3.209","3.1723","3.1636","3.2069","3.1619","3.1749","3.2078","3.209","3.1648","3.2086","3.1643","3.2099","3.1686","3.2009","3.192","3.1907","3.1815","3.1929","3.188","3.1895","3.1935","3.183","3.1823","3.184","3.1825","3.1924","3.1895","3.1474","3.1704","3.1677","3.169","3.1702","3.1687","3.2124","3.2066","3.1942","3.1747","3.1974","3.1712","3.1841","3.1676","3.1656"
"3.1874","3.1821","3.1582","3.1771","3.1732","3.1999","3.1827","3.1828","3.167","3.1819","3.1826","3.1766","3.1789","3.1712","3.1698","3.174","3.1717","3.1718","3.1737","3.1709","3.1743","3.1724","3.1755","2.7337","3.171","3.1706","3.1722","3.1705","3.173","3.1705","3.1723","3.1731","3.172","3.1694","3.174","3.1731","3.174","3.1716","3.1696","3.1775","3.1817","3.1661","3.1795","3.1784","3.1741","3.1773","3.1785","3.1814","3.167","2.7806","3.1707","3.2105","3.1606","3.208","3.1609","3.1748","3.2084","3.2079","3.1661","3.2069","3.1666","3.1682","3.1571","3.1921","3.1847","3.1814","3.1868","3.1921","3.193","3.183","3.1818","3.1835","3.1828","3.1904","3.1858","3.2155","3.1683","3.1689","3.17","3.17","3.1675","3.1967","3.1793","3.1743","3.1716","3.1798","3.1705","3.1948","3.1907","3.1921","3.191","3.1904","3.169","3.1952","3.1679","3.1926","3.1748","3.1897","3.1902","3.1728"
"3.1942","3.1813","3.142","3.1709","3.1752","3.1844","3.1827","3.1621","3.182","3.1823","3.1764","3.1751","3.1711","3.1744","3.1699","3.1723","3.1727","3.1729","3.1735","3.1737","2.7347","3.1721","3.1707","3.1723","3.1703","3.1743","3.1693","3.1738","3.173","3.1691","3.1746","3.1726","3.1745","3.1701","3.1692","3.1809","3.177","3.1673","3.1776","3.1744","3.1774","3.1784","3.1706","3.1189","2.7724","3.2094","3.1607","3.2091","3.1612","3.2078","3.2088","3.1644","3.2084","3.1655","3.1686","3.1595","3.192","3.1832","3.195","3.1875","3.191","3.1763","3.1832","3.1841","3.1823","3.1909","3.1514","3.1702","3.1684","3.1702","3.1692","3.1682","3.1973","3.1765","3.1808","3.1714","3.1799","3.1707","3.1912","3.1917","3.1904","3.1671","3.1697","3.1687","3.1913","3.1755","3.1893","3.1909","3.1647","3.1607","3.1704","3.1687","3.1724","3.1763","3.1848","3.191","3.1923","3.2021","3.1279","3.1745"
"3.1519","3.1804","3.1358","3.1727","3.1845","3.1843","3.1343","3.1823","3.1824","3.1768","3.1733","3.1701","3.1737","3.1702","3.1748","3.1712","3.1743","3.1732","2.7347","3.1714","3.171","3.1707","3.1714","3.1715","3.1737","3.172","3.1671","3.1742","3.1741","3.1762","3.1678","3.1758","3.1809","3.1677","3.1776","3.1745","3.1775","3.1812","3.1668","2.7807","3.1722","3.2082","3.1618","3.1616","3.2077","3.2082","3.1661","3.2075","3.1666","3.1694","3.1904","3.183","3.1818","3.1874","3.1923","3.1844","3.1798","3.1841","3.1909","3.1872","3.1696","3.168","3.1702","3.1696","3.1663","3.1926","3.1733","3.1718","3.1803","3.1673","3.1945","3.1914","3.191","3.1663","3.1702","3.1682","3.1932","3.1745","3.1892","3.1732","3.1611","3.1697","3.1691","3.2076","3.1821","3.1888","3.192","3.1932","3.1088","3.1747","3.21","3.1645","3.2052","3.1997","3.1989","3.1958","3.1994","3.1906","3.1832","3.1836"
