"2.744","2.8492","2.8065","2.8118","2.8471","2.8475","2.8334","2.8568","2.8402","2.8108"
"2.8351","2.8804","2.8508","2.8715","2.8697","2.8612","2.8628","2.8775","2.8352","2.7545"
"2.8638","2.8936","2.8833","2.8734","2.8478","2.8883","2.8984","2.8832","2.8219","2.829"
"2.8644","2.8687","2.8585","2.8641","2.8123","2.8419","2.7498","2.8313","2.8219","2.85"
"2.8433","2.8487","2.7996","2.8175","2.8188","2.8013","2.8279","2.8495","2.851","2.7907"
"2.8356","2.8572","2.8764","2.842","2.881","2.8933","2.8704","2.858","2.8626","2.8637"
"2.8977","2.8706","2.878","2.8732","2.8673","2.8405","2.8985","2.8822","2.8834","2.8587"
"2.853","2.8751","2.8649","2.8558","2.9051","2.8507","2.9078","2.8643","2.896","2.8841"
"2.8628","2.8917","2.8574","2.8809","2.8934","2.8866","2.8276","2.8576","2.8725","2.8821"
"2.91","2.8061","2.8753","2.8533","2.8489","2.8737","2.836","2.8237","2.8397","2.8769"
"2.8369","2.8957","2.7707","2.8074","2.8023","2.8842","2.8567","2.8399","2.8969","2.8397"
"2.8393","2.8059","2.7872","2.8396","2.7438","2.8684","2.8768","2.8576","2.8337","2.8467"
"2.8778","2.8581","2.8057","2.8778","2.8597","2.7715","2.8337","2.8982","2.841","2.8318"
"2.8846","2.8576","2.8054","2.8279","2.8416","2.856","2.8414","2.8441","2.8453","2.8684"
"2.8442","2.8682","2.8325","2.8435","2.8016","2.8613","2.8656","2.8481","2.8583","2.8176"
"2.7671","2.8417","2.8356","2.8577","2.865","2.8676","2.8139","2.8624","2.834","2.8556"
"2.8815","2.884","2.8641","2.8816","2.8949","2.8754","2.882","2.8819","2.7867","2.8855"
"2.8877","2.8995","2.8872","2.8705","2.8601","2.8275","2.8936","2.8554","2.8775","2.8983"
"2.8725","2.8463","2.8431","2.8513","2.842","2.8632","2.8815","2.8648","2.8996","2.8793"
"2.7778","2.8888","2.8896","2.8434","2.8899","2.8445","2.846","2.8904","2.8898","2.8925"
"2.8473","2.8422","2.882","2.8965","2.872","2.8709","2.8741","2.8631","2.8649","2.8856"
"2.805","2.8041","2.8584","2.8533","2.8667","2.8507","2.8307","2.8136","2.8367","2.8437"
"2.8134","2.7943","2.8629","2.8292","2.8126","2.8249","2.8142","2.8073","2.8412","2.8269"
"2.8077","2.7689","2.7529","2.7613","2.7936","2.8026","2.7777","2.8121","2.7859","2.7155"
"2.7563","2.7321","2.7292","2.6763","2.7693","2.7048","2.7519","2.7469","2.7536","2.7753"
