"2.307","2.3092","2.3173","2.3061","2.3072","2.3246","2.2911","2.3084","2.3158","2.294"
"2.3082","2.3069","2.3093","2.2985","2.2946","2.2637","2.3041","2.2949","2.3099","2.3104"
"2.308","2.3017","2.3048","2.2588","2.2904","2.3127","2.2577","2.2349","2.3125","2.3029"
"2.3076","2.2926","2.2563","2.2922","2.3102","2.2067","2.2978","2.2703","2.2845","2.3046"
"2.3056","2.2834","2.26","2.3118","2.1833","2.3003","2.2842","2.2862","2.2871","2.2904"
"2.3049","2.2499","2.2911","2.173","2.2985","2.2839","2.3042","2.2891","2.287","2.2859"
"2.2932","2.2544","2.258","2.1529","2.2632","2.2861","2.289","2.2865","2.2742","2.2884"
"2.2928","2.2579","2.1539","2.2745","2.2855","2.2883","2.2868","2.2743","2.2893","2.2885"
"2.2958","2.2585","2.1415","2.2655","2.2867","2.2882","2.2745","2.2888","2.2887","2.2787"
"2.2774","2.2589","2.1322","2.2841","2.2887","2.2857","2.2757","2.2888","2.2789","2.2841"
"2.2379","2.1501","2.0985","2.2859","2.2883","2.2748","2.2892","2.2786","2.2831","2.2899"
"2.2398","2.1342","2.2679","2.2877","2.2865","2.2763","2.2888","2.2789","2.2828","2.278"
"2.2412","2.1281","2.2639","2.2883","2.2747","2.2889","2.2788","2.2827","2.2782","2.2788"
"2.2425","2.1233","2.259","2.2878","2.2757","2.289","2.2808","2.2804","2.2781","2.2808"
"2.2439","2.1186","2.2842","2.2873","2.2765","2.2786","2.2822","2.2779","2.2798","2.2799"
"2.2454","2.1121","2.2869","2.2752","2.2889","2.2789","2.2818","2.2783","2.2808","2.2787"
"2.2462","2.1059","2.2876","2.2752","2.2892","2.2821","2.2781","2.2796","2.2798","2.2615"
"2.2468","2.1003","2.2875","2.2761","2.2784","2.2815","2.2782","2.2807","2.279","2.2895"
"2.2473","2.0951","2.2873","2.2764","2.2786","2.2815","2.279","2.2797","2.2612","2.2907"
"2.2478","2.0902","2.2872","2.2769","2.2816","2.2781","2.2801","2.2786","2.2896","2.2916"
"2.2476","2.0854","2.2762","2.2888","2.2814","2.2781","2.2803","2.2605","2.2801","2.2947"
"2.1321","2.0698","2.2763","2.2784","2.281","2.2788","2.2799","2.2607","2.2912","2.2966"
"2.1021","2.1122","2.2762","2.2785","2.2808","2.2793","2.2789","2.2891","2.2934","2.2817"
"2.1037","2.2623","2.2761","2.2785","2.2804","2.2802","2.2601","2.2803","2.2957","2.2794"
"2.1019","2.2617","2.276","2.2809","2.2781","2.2801","2.2606","2.2913","2.2827","2.2921"
"2.1006","2.2604","2.2763","2.2808","2.2785","2.2802","2.26","2.2932","2.2809","2.2823"
"2.0992","2.2592","2.2767","2.2806","2.279","2.2789","2.2887","2.2953","2.2795","2.2819"
"2.0983","2.2576","2.277","2.2806","2.2794","2.2598","2.2805","2.2823","2.2922","2.2794"
"2.0976","2.2848","2.2774","2.2804","2.2797","2.26","2.2917","2.2818","2.2821","2.2799"
"2.0961","2.2847","2.2776","2.2801","2.2798","2.2601","2.2934","2.2801","2.2821","2.2804"
"2.0947","2.2842","2.278","2.2801","2.2801","2.2595","2.295","2.2792","2.2791","2.2843"
"2.0933","2.2758","2.2784","2.28","2.2787","2.2889","2.2819","2.2923","2.2798","2.2809"
"2.0918","2.276","2.28","2.2788","2.2792","2.2887","2.2817","2.282","2.28","2.2612"
"2.0904","2.2761","2.2802","2.2788","2.2599","2.2808","2.2811","2.2819","2.2807","2.2617"
"2.0891","2.2763","2.2802","2.2792","2.2597","2.293","2.28","2.2791","2.281","2.2619"
"2.0878","2.2765","2.28","2.2795","2.2595","2.294","2.2791","2.2798","2.2809","2.2613"
"2.0866","2.2766","2.28","2.2794","2.2595","2.2813","2.282","2.2796","2.2613","2.2613"
"2.0855","2.2766","2.2801","2.2794","2.2594","2.2815","2.2819","2.2802","2.2617","2.2611"
"2.0844","2.2768","2.2799","2.2797","2.2594","2.2812","2.2819","2.2809","2.2617","2.2605"
"2.0834","2.2768","2.2798","2.2785","2.2891","2.281","2.2791","2.2809","2.2614","2.2611"
"2.0825","2.2769","2.2798","2.2789","2.2892","2.2806","2.2795","2.2612","2.2613","2.2798"
"2.0815","2.2771","2.2797","2.2596","2.2819","2.2797","2.28","2.2614","2.2612","2.2796"
"2.0805","2.2772","2.2799","2.2595","2.2933","2.2796","2.2797","2.2618","2.2607","2.2794"
"2.0797","2.2773","2.2799","2.2595","2.2939","2.279","2.2802","2.2617","2.2608","2.279"
"2.0789","2.2773","2.28","2.2594","2.2807","2.2817","2.2806","2.2614","2.2608","2.2602"
"2.0782","2.2773","2.2801","2.2593","2.2808","2.2788","2.281","2.2614","2.2797","2.2626"
"2.0775","2.2772","2.2803","2.259","2.2809","2.2791","2.2613","2.2613","2.2796","2.2631"
"2.0768","2.2773","2.2803","2.259","2.2807","2.2795","2.2613","2.2611","2.2793","2.2635"
"2.0761","2.2779","2.2797","2.2593","2.2807","2.2797","2.2615","2.2608","2.2792","2.2648"
"2.0755","2.2785","2.2791","2.2595","2.2805","2.28","2.2616","2.2608","2.2601","2.2718"
"2.0748","2.2786","2.2792","2.2597","2.2803","2.2801","2.2614","2.2607","2.2614","2.2716"
"2.0742","2.2786","2.2793","2.26","2.2801","2.2801","2.2613","2.2798","2.2626","2.259"
"2.0735","2.2787","2.2795","2.2602","2.2796","2.2804","2.2615","2.2796","2.263","2.2588"
"2.0729","2.2787","2.2782","2.2903","2.2792","2.2807","2.2613","2.2794","2.2639","2.2701"
"2.0723","2.2787","2.2785","2.2904","2.2789","2.2613","2.2612","2.2794","2.2645","2.2704"
"2.0717","2.2788","2.2591","2.2802","2.2789","2.2614","2.261","2.2602","2.2716","2.2691"
"2.0711","2.2789","2.2591","2.2802","2.279","2.2615","2.2609","2.2606","2.2717","2.2688"
"2.0705","2.279","2.2592","2.2801","2.2794","2.2613","2.2607","2.2621","2.2588","2.269"
"2.07","2.279","2.2592","2.2801","2.2796","2.2613","2.2605","2.2625","2.2585","2.2694"
"2.0695","2.2789","2.2592","2.2801","2.2797","2.2613","2.2605","2.2626","2.2704","2.2694"
