"2.3011","2.2907","2.2944","2.3064","2.29","2.2982","2.2814","2.3104","2.3087","2.2973"
"2.2991","2.2988","2.2906","2.3006","2.3527","2.2875","2.2847","2.2965","2.2964","2.3022"
"2.3005","2.2802","2.2999","2.2881","2.3056","2.3026","2.3001","2.3554","2.3538","2.2887"
"2.353","2.2797","2.2989","2.2879","2.3009","2.2878","2.304","2.2844","2.2936","2.2845"
"2.2938","2.3036","2.3016","2.2787","2.3028","2.2879","2.2975","2.2964","2.2863","2.2805"
"2.2931","2.3555","2.2993","2.3569","2.2942","2.2962","2.294","2.2862","2.2999","2.3002"
"2.2711","2.306","2.2883","2.298","2.2883","2.2866","2.3582","2.2697","2.3586","2.3079"
"2.307","2.2983","2.2922","2.2992","2.292","2.3015","2.3061","2.3024","2.2804","2.2921"
"2.3048","2.3033","2.3051","2.2898","2.2995","2.304","2.2986","2.3045","2.3045","2.2998"
"2.2911","2.2932","2.279","2.2939","2.291","2.3528","2.3009","2.2807","2.2858","2.2924"
"2.2789","2.2805","2.2687","2.3","2.3011","2.3039","2.2864","2.299","2.3016","2.2976"
"2.287","2.2827","2.3084","2.3058","2.2791","2.2801","2.2852","2.306","2.2691","2.2925"
"2.304","2.2906","2.2956","2.2804","2.2842","2.3044","2.3051","2.2931","2.3007","2.2969"
"2.2925","2.2883","2.3077","2.3011","2.2965","2.3104","2.2758","2.3031","2.3","2.2935"
"2.3059","2.2855","2.2903","2.3039","2.2961","2.2806","2.2921","2.2962","2.2836","2.2939"
"2.2883","2.2981","2.2939","2.2836","2.3047","2.2791","2.2713","2.2887","2.2673","2.2765"
"2.3081","2.3041","2.2931","2.3082","2.2903","2.2873","2.2957","2.2795","2.2891","2.3045"
"2.2841","2.3568","2.2938","2.2826","2.2929","2.308","2.2913","2.2941","2.3008","2.2914"
"2.2988","2.3056","2.2905","2.3015","2.2801","2.2931","2.2773","2.3066","2.2929","2.3546"
"2.2917","2.3062","2.3124","2.2904","2.3053","2.2898","2.3046","2.2903","2.291","2.2805"
"2.295","2.3069","2.3092","2.2987","2.3073","2.2988","2.3034","2.2929","2.2843","2.3029"
