"2.8502","2.7887","2.7977","2.7802","2.6813","2.685","2.6767","2.7761","2.7327","2.7807"
"2.6804","2.6734","2.684","2.4868","2.4448","2.5823","2.7823","2.8247","2.871","2.7929"
"2.8335","2.814","2.7991","2.7958","2.7874","2.8074","2.8145","2.8227","2.8484","2.8388"
"2.8577","2.8171","2.8159","2.813","2.8274","2.832","2.8631","2.8306","2.8471","2.8178"
"2.7504","2.7733","2.7592","2.7674","2.7897","2.7997","2.764","2.7711","2.7814","2.7645"
"2.7431","2.7923","2.8001","2.82","2.8153","2.8322","2.8104","2.7935","2.8222","2.7978"
"2.8206","2.826","2.8375","2.8473","2.792","2.8376","2.7973","2.7985","2.8177","2.822"
"2.826","2.8109","2.79","2.8023","2.787","2.8007","2.792","2.7912","2.8325","2.8026"
"2.7871","2.7411","2.7673","2.7775","2.8618","2.7273","2.7565","2.7435","2.7513","2.7353"
"2.7073","2.6937","2.6688","2.6905","2.7065","2.6654","2.6807","2.661","2.7145","2.7236"
"2.7351","2.7107","2.7405","2.7362","2.6509","2.7948","2.706","2.7404","2.7288","2.7253"
"2.7972","2.7451","2.7979","2.7937","2.8212","2.7985","2.7812","2.7635","2.7577","2.8085"
"2.7586","2.7879","2.808","2.759","2.7746","2.7855","2.7972","2.7915","2.7936","2.7481"
"2.8154","2.7558","2.7463","2.7565","2.6822","2.7622","2.7472","2.7226","2.7336","2.759"
"2.6879","2.7278","2.7403","2.6905","2.7322","2.7836","2.7426","2.7768","2.81","2.7383"
"2.7335","2.778","2.7943","2.8309","2.8","2.7828","2.8007","2.81","2.8605","2.8049"
"2.7923","2.7965","2.8306","2.8025","2.814","2.7378","2.7468","2.7296","2.7613","2.7588"
"2.7539","2.7782","2.7269","2.7329","2.7238","2.7225","2.7709","2.7923","2.7644","2.7042"
"2.7728","2.7901","2.7875","2.7875","2.742","2.7734","2.7589","2.7704","2.7636","2.719"
"2.8175","2.8134","2.7797","2.7385","2.7702","2.8297","2.7949","2.812","2.7331","2.8205"
"2.8268","2.7982","2.787","2.7958","2.7714","2.7651","2.7841","2.8119","2.8135","2.8129"
"2.8354","2.8385","2.8305","2.8308","2.8404","2.7364","2.8476","2.829","2.8553","2.8426"
"2.8181","2.81","2.8176","2.8531","2.8082","2.8221","2.8285","2.8002","2.8072","2.799"
"2.8327","2.8464","2.8676","2.8523","2.8238","2.8864","2.8375","2.8269","2.8233","2.8021"
"2.8479","2.8833","2.8298","2.8594","2.7978","2.8463","2.8065","2.7781","2.8076","2.7895"
"2.8567","2.8257","2.8041","2.7632","2.7538","2.8087","2.8121","2.8531","2.8924","2.8627"
"2.849","2.8489","2.8223","2.8622","2.8312","2.8193","2.8678","2.8354","2.8646","2.8215"
"2.8084","2.7868","2.7301","2.8305","2.7072","2.7241","2.8606","2.8428","2.8508","2.8716"
"2.7409","2.8372","2.8547","2.8272","2.8538","2.8743","2.8403","2.8247","2.7839","2.7912"
"2.8563","2.8461","2.8578","2.6263","2.8453","2.8413","2.7871","2.8318","2.8424","2.793"
"2.8079","2.8337","2.8217","2.8838","2.8743","2.8442","2.8463","2.8771","2.8349","2.8511"
"2.8345","2.8706","2.8564","2.6843","2.8063","2.8219","2.8624","2.8474","2.8142","2.8353"
"2.8605","2.8957","2.8859","2.8411","2.8557","2.863","2.8742","2.8603","2.8752","2.8479"
"2.8167","2.8511","2.8131","2.8367","2.8465","2.8456","2.8434","2.8526","2.891","2.857"
"2.8139","2.7642","2.7984","2.8442","2.8356","2.8477","2.8416","2.8477","2.8196","2.8469"
"2.8322","2.8237","2.8513","2.8314","2.8583","2.8364","2.8441","2.8047","2.8569","2.8151"
"2.8331","2.8606","2.8249","2.816","2.8131","2.8024","2.8502","2.8441","2.844","2.8363"
"2.8609","2.8523","2.8665","2.8583","2.8632","2.879","2.8552","2.8873","2.8452","2.842"
"2.8375","2.9001","2.8639","2.8244","2.8448","2.8674","2.8171","2.8327","2.8439","2.8416"
"2.8617","2.8991","2.8452","2.8682","2.8028","2.794","2.8249","2.8333","2.8752","2.845"
"2.8279","2.8656","2.8513","2.8027","2.8449","2.8152","2.8602","2.8296","2.8349","2.7998"
"2.7795","2.789","2.8535","2.8144","2.829","2.8165","2.8162","2.7659","2.785","2.7987"
"2.8662","2.8318","2.8046","2.829","2.8361","2.858","2.8641","2.8684","2.8094","2.8267"
"2.848","2.8108","2.8117","2.7904","2.7889","2.7982","2.7905","2.7922","2.7904","2.8554"
"2.7949","2.8471","2.8036","2.8159","2.8311","2.8579","2.8059","2.8366","2.7345","2.8343"
"2.7982","2.812","2.7781","2.8074","2.8287","2.8173","2.8498","2.8357","2.8392","2.8379"
"2.8059","2.8219","2.8045","2.812","2.7881","2.8261","2.8149","2.8198","2.8159","2.8085"
"2.7922","2.7953","2.8071","2.788","2.823","2.824","2.8123","2.7985","2.7871","2.7913"
"2.7928","2.8288","2.8127","2.8177","2.8026","2.801","2.829","2.8219","2.8399","2.8158"
"2.7706","2.8086","2.7861","2.8284","2.8089","2.8343","2.8276","2.8054","2.7719","2.7919"
