"2.2767","2.3068","1.9159","2.2977","1.9658","2.2859","2.2718","2.2761","2.2764","2.1841","2.3143","2.2957","2.2995","2.3026","2.2948","2.305","2.3058","2.3051","2.3132","2.2945"
"2.281","1.9153","2.3058","2.2989","1.965","2.2672","2.2875","2.3282","2.2827","2.1785","2.2968","2.2893","2.3029","2.2993","2.3047","2.3065","2.3042","2.2763","2.2946","2.2896"
"2.2836","1.9153","2.3064","1.9685","2.3014","2.3144","2.29","2.313","2.1792","2.3137","2.2959","2.3057","2.3018","2.2963","2.3074","2.3045","2.2822","2.2947","2.2899","2.3104"
"2.2852","1.9153","2.3064","1.9683","2.2938","2.2685","2.2735","2.3073","2.1772","2.2968","2.2926","2.3024","2.2951","2.3053","2.3074","2.2889","2.3112","2.2905","2.3104","2.3128"
"2.2864","1.9153","2.3084","1.9671","2.2847","2.2822","2.3284","2.2923","2.164","2.2959","2.3041","2.2937","2.297","2.306","2.2987","2.3112","2.2919","2.3099","2.3124","2.2956"
"2.2874","1.9154","2.295","1.9662","2.2731","2.2848","2.3261","2.1742","2.2981","2.2898","2.3024","2.2954","2.3054","2.3037","2.2772","2.2931","2.3087","2.3121","2.2955","2.3105"
"2.2884","1.9155","2.2961","1.9656","2.2578","2.2861","2.3051","2.1717","2.2961","2.3017","2.2938","2.2973","2.3063","2.2917","2.3112","2.3077","2.2949","2.3118","2.3109","2.3051"
"2.2895","1.9155","2.2969","1.9652","2.2611","2.2741","2.2861","2.1616","2.2809","2.3028","2.2952","2.3052","2.3031","2.3116","2.2916","2.3098","2.3123","2.3112","2.3048","2.2773"
"2.2904","1.9157","2.2978","1.9619","2.2755","2.3296","2.1677","2.2984","2.2928","2.3028","2.2966","2.3066","2.2908","2.2938","2.3084","2.312","2.3108","2.3131","2.2685","2.3239"
"2.291","1.9158","1.9683","2.291","2.2787","2.2769","2.1686","2.2966","2.3002","2.2942","2.3049","2.3035","2.3123","2.2915","2.3109","2.312","2.3106","2.2773","2.3211","2.3251"
"2.2917","1.9159","1.9679","2.2851","2.2799","2.3033","2.1663","2.2784","2.3029","2.2956","2.3065","2.2939","2.3107","2.3085","2.3118","2.3108","2.3046","2.2774","2.3245","2.285"
"2.2924","1.9159","1.9675","2.2783","2.2807","2.2806","2.158","2.2889","2.2944","2.2971","2.3034","2.281","2.2919","2.3107","2.3119","2.3118","2.2713","2.3232","2.269","2.2818"
"2.293","1.916","1.967","2.2709","2.2816","2.1605","2.3118","2.2971","2.2942","2.3049","2.2989","2.3112","2.3083","2.3117","2.311","2.3044","2.2743","2.3247","2.284","2.2876"
"2.2935","1.9155","1.967","2.2733","2.2732","2.1623","2.2967","2.3009","2.2952","2.3065","2.2903","2.2931","2.3098","2.3119","2.3121","2.2696","2.3241","2.2802","2.2788","0.0904"
"2.294","1.9153","1.9668","2.2754","2.2635","2.1627","2.2779","2.303","2.2965","2.3036","2.2784","2.3085","2.3118","2.3106","2.3044","2.2743","2.3261","2.2837","2.2815","0.0675"
"2.2945","1.9152","1.9664","2.274","2.2981","2.1613","2.2861","2.2944","2.2972","2.2992","2.3109","2.3086","2.3117","2.3115","2.2713","2.324","2.282","2.2776","0.0881","2.2889"
"2.295","1.9505","1.9652","2.2736","2.2741","2.1583","2.2928","2.2947","2.3044","2.2923","2.2928","2.3106","2.3115","2.2794","2.2774","2.3259","2.2831","0.0364","2.0897","2.279"
"2.2954","1.9507","1.9635","2.2744","2.2791","2.1514","2.2963","2.2951","2.3074","2.2828","2.3084","2.3117","2.311","2.2748","2.3228","2.2807","2.2781","0.0825","2.2872","2.2796"
"2.2959","1.9507","1.9618","2.2749","2.1536","2.3112","2.3003","2.2963","2.3031","2.312","2.3086","2.3118","2.3125","2.2665","2.325","2.2819","0.0347","2.0884","2.2744","2.3344"
"2.2963","1.9505","1.9599","2.2751","2.1549","2.2755","2.303","2.2969","2.2972","2.3103","2.3099","2.3114","2.2796","2.3208","2.2726","2.2791","0.0834","2.2863","2.2837","2.3311"
"1.9055","2.2951","1.9577","2.2756","2.1554","2.2819","2.2943","2.3045","2.2917","2.2921","2.3118","2.3109","2.273","2.3238","2.2801","2.2785","0.0695","2.2764","2.3336","2.3101"
"1.9058","2.2954","1.9552","2.276","2.1559","2.2868","2.295","2.3046","2.2848","2.3089","2.3114","2.3125","2.2663","2.3261","2.2852","0.083","2.2855","2.281","2.3311","2.2989"
"1.9061","1.9679","2.28","2.2762","2.1561","2.292","2.2949","2.3036","2.2772","2.3085","2.312","2.2789","2.2746","2.2783","2.282","0.0681","2.283","2.3303","2.3099","2.2848"
"1.9065","1.9677","2.2814","2.2739","2.1549","2.2938","2.2956","2.301","2.3103","2.31","2.3114","2.2742","2.3234","2.2796","0.0639","2.2702","2.2901","2.3326","2.3004","2.2787"
"1.9068","1.9676","2.2829","2.2723","2.1532","2.2971","2.2963","2.2964","2.3091","2.3116","2.3113","2.2693","2.3262","2.2848","0.0789","2.2835","2.3215","2.3001","2.2864","2.2914"
"1.907","1.9674","2.284","2.2717","2.1492","2.3002","2.2967","2.2917","2.3091","2.3115","2.3127","2.263","2.276","2.2714","0.0694","2.2765","2.3347","2.3043","2.276","2.3227"
"1.9072","1.9673","2.2835","2.2774","2.1445","2.2945","2.2967","2.2867","2.309","2.3117","2.278","2.322","2.2781","0.0633","2.2884","2.2813","2.3295","2.2919","2.2884","2.3253"
"1.9075","1.9672","2.2817","2.146","2.2799","2.2947","2.3051","2.2801","2.3091","2.3116","2.2734","2.3245","2.2828","0.075","2.2818","2.3259","2.3059","2.2879","2.2952","2.3235"
"1.9077","1.9671","2.2796","2.1469","2.2828","2.2948","2.2983","2.2738","2.3104","2.3107","2.2701","2.2662","2.2846","0.0693","2.2784","2.3343","2.3","2.2827","2.3248","2.3027"
"1.9079","1.967","2.2771","2.1476","2.286","2.2953","2.3009","2.3098","2.311","2.3125","2.2641","2.2761","2.2782","0.0716","2.2834","2.3286","2.2888","2.2923","2.3261","2.3179"
"1.9081","1.967","2.2746","2.148","2.2894","2.2955","2.297","2.3094","2.3115","2.2785","2.2749","2.2774","0.0733","2.2814","2.3236","2.3057","2.2779","2.3233","2.2901","2.3294"
"1.9083","1.9669","2.2718","2.1484","2.2903","2.2958","2.2937","2.3093","2.3115","2.2756","2.3234","2.2825","0.0698","2.2788","2.333","2.2997","2.2848","2.3253","2.2908","2.3018"
"1.9085","1.9668","2.2689","2.1484","2.2926","2.2964","2.2898","2.3089","2.3118","2.272","2.2628","2.286","0.0706","2.2832","2.3302","2.2897","2.2925","2.3232","2.3232","2.3018"
"1.9087","1.9663","2.2692","2.1485","2.2951","2.2963","2.286","2.3095","2.3112","2.2696","2.2745","0.0259","2.0803","2.3157","2.2966","2.2785","2.3239","2.3042","2.3288","2.33"
"1.9089","1.9657","2.2694","2.1484","2.2973","2.2968","2.2812","2.3102","2.312","2.2651","2.2754","0.0688","2.2796","2.3266","2.3026","2.2835","2.3252","2.3186","2.3016","2.3333"
"1.909","1.9651","2.2695","2.1483","2.2915","2.2978","2.2771","2.3106","2.2784","2.2765","2.2796","0.066","2.2793","2.3332","2.2939","2.2911","2.3224","2.3241","2.3002","2.3284"
"1.9092","1.9646","2.2705","2.1478","2.2933","2.298","2.3101","2.3115","2.2771","2.3231","2.2817","0.0702","2.2857","2.3288","2.2866","2.3231","2.2915","2.3285","2.3314","2.3064"
"1.9094","1.9639","2.2724","2.1468","2.2949","2.2957","2.3096","2.3115","2.2741","2.2617","2.2751","0.0726","2.3144","2.296","2.2807","2.3253","2.2921","2.3018","2.3315","2.3007"
"1.9095","1.9633","2.2745","2.1469","2.2952","2.298","2.3096","2.3113","2.2719","2.2731","0.0525","2.2836","2.324","2.3013","2.2867","2.3243","2.3217","2.3","2.3275","2.3208"
"1.9096","1.9626","2.278","2.146","2.2954","2.2954","2.3092","2.3117","2.2693","2.2739","0.0647","2.2767","2.3311","2.2938","2.292","2.3185","2.3288","2.331","2.3062","2.3242"
"1.9098","1.9619","2.2781","2.144","2.2958","2.2926","2.3096","2.3119","2.2664","2.2755","0.0637","2.2843","2.3303","2.276","2.3242","2.2923","2.3019","2.3318","2.3005","2.3259"
"1.9099","1.9611","2.2827","2.1414","2.2959","2.2897","2.3101","2.3122","2.2632","2.2802","0.0704","2.2885","2.3227","2.2815","2.3255","2.3199","2.3015","2.3263","2.3207","2.32"
"1.9101","1.9602","2.1427","2.2881","2.2959","2.2869","2.31","2.2781","2.2756","2.2842","0.0725","2.3166","2.3039","2.2856","2.3227","2.3241","2.3294","2.3086","2.3238","2.2912"
"1.91","1.9603","2.1423","2.2876","2.2958","2.2838","2.3103","2.2765","2.2937","2.2768","0.062","2.3235","2.298","2.2907","2.319","2.3283","2.3326","2.301","2.3248","2.3022"
"1.91","1.9603","2.1421","2.2887","2.296","2.2803","2.3109","2.2742","2.2697","0.057","2.2794","2.3296","2.2921","2.3226","2.293","2.302","2.3283","2.3171","2.3221","2.3012"
"1.91","1.9604","2.1413","2.2903","2.2968","2.2761","2.3114","2.2725","2.2721","0.0598","2.2799","2.3307","2.2779","2.325","2.3205","2.3004","2.3262","2.3244","2.2919","2.3016"
"1.9102","1.9604","2.1407","2.2918","2.2976","2.274","2.3112","2.2708","2.2731","0.0594","2.289","2.3237","2.2832","2.3244","2.3225","2.33","2.3067","2.3233","2.3017","2.3027"
"1.9103","1.9602","2.1403","2.2931","2.2974","2.3099","2.3114","2.2688","2.2767","0.067","2.317","2.2944","2.2864","2.3189","2.328","2.3322","2.3002","2.3248","2.3014","2.316"
"1.9104","1.9598","2.1401","2.2874","2.2958","2.3098","2.3116","2.2668","2.2787","0.0722","2.3176","2.2995","2.3173","2.2934","2.3023","2.3277","2.3198","2.3191","2.3012","2.3175"
"1.9462","1.9593","2.14","2.2886","2.2942","2.3097","2.3125","2.2643","2.2717","0.0638","2.3233","2.2949","2.3225","2.3208","2.3014","2.3252","2.3242","2.2909","2.3028","2.3154"
"1.9463","1.9586","2.14","2.2899","2.2927","2.3098","2.2782","2.2776","0.0261","2.0703","2.3282","2.2794","2.325","2.3214","2.3292","2.308","2.323","2.302","2.2877","2.293"
"1.9465","1.9579","2.1401","2.291","2.291","2.3102","2.2777","2.2621","0.0582","2.2784","2.3306","2.2801","2.3241","2.3231","2.3317","2.3012","2.3242","2.301","2.3164","2.2165"
"1.9466","1.9572","2.1402","2.2922","2.2939","2.31","2.2759","2.2696","0.0551","2.284","2.3247","2.2848","2.3191","2.3278","2.3296","2.3181","2.3195","2.3014","2.3165","2.2153"
"1.9466","1.9565","2.1401","2.2933","2.2917","2.3101","2.2744","2.2708","0.0545","2.2911","2.2953","2.2874","2.3204","2.3023","2.3253","2.3237","2.2912","2.3028","2.3162","2.2012"
"1.9467","1.9559","2.1401","2.2944","2.2898","2.3102","2.273","2.2716","0.0619","2.319","2.3006","2.3183","2.3217","2.3007","2.3262","2.3225","2.3022","2.2879","2.2939","2.1792"
"1.9467","1.9552","2.1401","2.2954","2.2876","2.3104","2.2719","2.2747","0.0677","2.3187","2.2968","2.3227","2.3217","2.3295","2.3066","2.3229","2.3011","2.3162","2.2153","2.2459"
"1.9468","1.9545","2.1405","2.2957","2.2853","2.3107","2.2704","2.2757","0.0675","2.3219","2.281","2.3252","2.3218","2.3313","2.2922","2.3224","2.3015","2.3163","2.2116","2.3573"
"1.9468","1.9538","2.1411","2.2958","2.283","2.3111","2.2691","2.2805","0.0606","2.3257","2.2811","2.3232","2.3243","2.3293","2.3193","2.2937","2.3023","2.3161","2.1975","2.2836"
"1.9469","1.9531","2.1417","2.2957","2.2809","2.3114","2.2677","2.2723","0.0536","2.3285","2.2824","2.3193","2.3282","2.3259","2.3232","2.2913","2.288","2.294","2.1768","2.2354"
"1.947","1.9525","2.1421","2.2957","2.2792","2.3115","2.2663","0.0497","2.2802","2.3262","2.2859","2.3205","2.3024","2.3242","2.3224","2.3017","2.3158","2.2146","2.2462","2.2662"
"1.9471","1.9518","2.1426","2.296","2.277","2.312","2.2647","0.0585","2.2836","2.3221","2.3142","2.3222","2.3279","2.295","2.3222","2.3011","2.3167","2.2121","2.3576","2.2814"
"1.9653","1.951","2.1432","2.2964","2.2744","2.278","2.2627","0.055","2.2892","2.2931","2.3187","2.3223","2.3302","2.3039","2.3229","2.3016","2.316","2.201","2.284","2.2794"
"1.7238","2.2785","2.1437","2.2968","2.2731","2.2782","2.2678","0.0499","2.32","2.2992","2.3224","2.3223","2.3309","2.3169","2.3184","2.3025","2.3157","2.1843","2.2345","2.2713"
